date_kst,time_kst,home_team,away_team,home_score,away_score,venue,weather,temp,status
2026-05-31,05:10,Houston Astros,Milwaukee Brewers,9,2,Daikin Park,Roof Closed,73,Final
2026-05-31,08:15,St. Louis Cardinals,Chicago Cubs,1,6,Busch Stadium,Cloudy,78,Final
2026-05-31,08:15,Cincinnati Reds,Atlanta Braves,2,5,Great American Ball Park,Partly Cloudy,77,Final
2026-05-31,10:10,Colorado Rockies,San Francisco Giants,8,3,Coors Field,Partly Cloudy,76,Final
2026-05-31,11:05,Athletics,New York Yankees,6,4,Sutter Health Park,Clear,80,Final
2026-05-31,11:10,Seattle Mariners,Arizona Diamondbacks,5,1,T-Mobile Park,Clear,62,Final
2026-05-31,11:10,Los Angeles Dodgers,Philadelphia Phillies,3,4,UNIQLO Field at Dodger Stadium,Clear,68,Final
2026-06-01,01:15,Baltimore Orioles,Toronto Blue Jays,9,5,Oriole Park at Camden Yards,Sunny,69,Final
2026-06-01,02:35,Washington Nationals,San Diego Padres,4,2,Nationals Park,Sunny,71,Final
2026-06-01,02:35,Pittsburgh Pirates,Minnesota Twins,9,3,PNC Park,Sunny,68,Final
2026-06-01,02:40,Cleveland Guardians,Boston Red Sox,4,9,Progressive Field,Sunny,70,Final
2026-06-01,02:40,Tampa Bay Rays,Los Angeles Angels,5,2,Tropicana Field,Dome,72,Final
2026-06-01,02:40,Cincinnati Reds,Atlanta Braves,6,4,Great American Ball Park,Partly Cloudy,73,Final
2026-06-01,02:40,New York Mets,Miami Marlins,10,1,Citi Field,Partly Cloudy,75,Final
2026-06-01,03:10,Chicago White Sox,Detroit Tigers,2,1,Rate Field,Partly Cloudy,66,Final
2026-06-01,03:10,Houston Astros,Milwaukee Brewers,0,2,Daikin Park,Roof Closed,73,Final
2026-06-01,03:35,Texas Rangers,Kansas City Royals,6,3,Globe Life Field,Roof Closed,74,Final
2026-06-01,04:10,Colorado Rockies,San Francisco Giants,6,19,Coors Field,Partly Cloudy,76,Final
2026-06-01,05:05,Athletics,New York Yankees,8,13,Sutter Health Park,Sunny,83,Final
2026-06-01,05:10,Seattle Mariners,Arizona Diamondbacks,3,2,T-Mobile Park,Sunny,63,Final
2026-06-01,05:10,Los Angeles Dodgers,Philadelphia Phillies,9,1,UNIQLO Field at Dodger Stadium,Sunny,82,Final
2026-06-01,08:20,St. Louis Cardinals,Chicago Cubs,5,1,Busch Stadium,Cloudy,79,Final
2026-06-02,07:40,Tampa Bay Rays,Detroit Tigers,9,10,Tropicana Field,Dome,72,Final
2026-06-02,07:45,Washington Nationals,Miami Marlins,3,7,Nationals Park,Partly Cloudy,77,Final
2026-06-02,08:10,Cincinnati Reds,Kansas City Royals,2,9,Great American Ball Park,Partly Cloudy,74,Final
2026-06-02,08:40,Minnesota Twins,Chicago White Sox,9,6,Target Field,Clear,78,Final
2026-06-02,08:40,Milwaukee Brewers,San Francisco Giants,16,2,American Family Field,Clear,70,Final
2026-06-02,08:45,St. Louis Cardinals,Texas Rangers,1,2,Busch Stadium,Partly Cloudy,81,Final
2026-06-02,10:38,Los Angeles Angels,Colorado Rockies,8,9,Angel Stadium,Clear,70,Final
2026-06-02,10:40,Arizona Diamondbacks,Los Angeles Dodgers,4,1,Chase Field,Roof Closed,75,Final
2026-06-02,10:40,Seattle Mariners,New York Mets,3,2,T-Mobile Park,Partly Cloudy,74,Final
2026-06-03,07:40,Tampa Bay Rays,Detroit Tigers,0,8,Tropicana Field,Dome,72,Final
2026-06-03,07:40,Philadelphia Phillies,San Diego Padres,3,2,Citizens Bank Park,Partly Cloudy,75,Final
2026-06-03,07:45,Boston Red Sox,Baltimore Orioles,2,4,Fenway Park,Partly Cloudy,73,Final
2026-06-03,07:45,Washington Nationals,Miami Marlins,3,7,Nationals Park,Partly Cloudy,75,Final
2026-06-03,08:05,New York Yankees,Cleveland Guardians,4,9,Yankee Stadium,Partly Cloudy,75,Final
2026-06-03,08:10,Cincinnati Reds,Kansas City Royals,4,3,Great American Ball Park,Partly Cloudy,74,Final
2026-06-03,08:15,Atlanta Braves,Toronto Blue Jays,4,3,Truist Park,Partly Cloudy,72,Final
2026-06-03,08:40,Minnesota Twins,Chicago White Sox,6,4,Target Field,Partly Cloudy,81,Final
2026-06-03,08:40,Milwaukee Brewers,San Francisco Giants,8,3,American Family Field,Clear,68,Final
2026-06-03,08:45,St. Louis Cardinals,Texas Rangers,4,7,Busch Stadium,Clear,77,Final
2026-06-03,09:05,Chicago Cubs,Athletics,1,2,Wrigley Field,Clear,65,Final
2026-06-03,09:10,Houston Astros,Pittsburgh Pirates,6,10,Daikin Park,Roof Closed,73,Final
2026-06-03,10:38,Los Angeles Angels,Colorado Rockies,2,8,Angel Stadium,Partly Cloudy,76,Final
2026-06-03,10:40,Arizona Diamondbacks,Los Angeles Dodgers,5,6,Chase Field,Roof Closed,74,Final
2026-06-03,10:40,Seattle Mariners,New York Mets,8,3,T-Mobile Park,Clear,81,Final
2026-06-04,02:05,Washington Nationals,Miami Marlins,1,4,Nationals Park,Sunny,79,Final
2026-06-04,02:10,Tampa Bay Rays,Detroit Tigers,2,7,Tropicana Field,Dome,72,Final
2026-06-04,02:40,Minnesota Twins,Chicago White Sox,0,8,Target Field,Partly Cloudy,81,Final
2026-06-04,04:40,Seattle Mariners,New York Mets,1,7,T-Mobile Park,Partly Cloudy,69,Final
2026-06-04,07:40,Philadelphia Phillies,San Diego Padres,3,2,Citizens Bank Park,Clear,83,Final
2026-06-04,07:45,Boston Red Sox,Baltimore Orioles,8,1,Fenway Park,Clear,80,Final
2026-06-04,08:05,New York Yankees,Cleveland Guardians,4,5,Yankee Stadium,Clear,76,Final
2026-06-04,08:10,Cincinnati Reds,Kansas City Royals,2,5,Great American Ball Park,Clear,79,Final
2026-06-04,08:15,Atlanta Braves,Toronto Blue Jays,7,3,Truist Park,Clear,77,Final
2026-06-04,08:40,Milwaukee Brewers,San Francisco Giants,0,1,American Family Field,Partly Cloudy,77,Final
2026-06-04,08:45,St. Louis Cardinals,Texas Rangers,5,3,Busch Stadium,Clear,79,Final
2026-06-04,09:05,Chicago Cubs,Athletics,4,5,Wrigley Field,Partly Cloudy,71,Final
2026-06-04,09:10,Houston Astros,Pittsburgh Pirates,11,9,Daikin Park,Roof Closed,73,Final
2026-06-04,10:38,Los Angeles Angels,Colorado Rockies,11,4,Angel Stadium,Clear,72,Final
2026-06-04,10:40,Arizona Diamondbacks,Los Angeles Dodgers,0,7,Chase Field,Roof Closed,74,Final
2026-06-05,02:05,Philadelphia Phillies,San Diego Padres,6,4,Citizens Bank Park,Sunny,87,Final
2026-06-05,02:35,Boston Red Sox,Baltimore Orioles,2,8,Fenway Park,Sunny,87,Final
2026-06-05,02:35,New York Yankees,Cleveland Guardians,2,1,Yankee Stadium,Sunny,87,Final
2026-06-05,03:10,Milwaukee Brewers,San Francisco Giants,9,12,American Family Field,Partly Cloudy,83,Final
2026-06-05,08:15,Atlanta Braves,Toronto Blue Jays,2,7,Truist Park,Clear,80,Final
2026-06-05,08:40,Minnesota Twins,Kansas City Royals,6,8,Target Field,Cloudy,83,Final
2026-06-05,09:05,Chicago Cubs,Athletics,7,6,Wrigley Field,Partly Cloudy,83,Final
2026-06-05,09:10,Houston Astros,Pittsburgh Pirates,1,5,Daikin Park,Roof Closed,73,Final
2026-06-05,10:40,Arizona Diamondbacks,Los Angeles Dodgers,3,2,Chase Field,Roof Closed,74,Final
2026-06-06,03:20,Chicago Cubs,San Francisco Giants,3,18,Wrigley Field,Overcast,78,Final
2026-06-06,07:40,Detroit Tigers,Seattle Mariners,7,3,Comerica Park,Partly Cloudy,79,Final
2026-06-06,07:40,Philadelphia Phillies,Chicago White Sox,8,6,Citizens Bank Park,Clear,90,Final
2026-06-06,08:05,New York Yankees,Boston Red Sox,3,5,Yankee Stadium,Partly Cloudy,85,Final
2026-06-06,08:07,Toronto Blue Jays,Baltimore Orioles,3,13,Rogers Centre,Cloudy,72,Final
2026-06-06,08:10,Miami Marlins,Tampa Bay Rays,0,6,loanDepot park,Roof Closed,72,Final
2026-06-06,08:15,Atlanta Braves,Pittsburgh Pirates,6,3,Truist Park,Partly Cloudy,82,Final
2026-06-06,09:10,Houston Astros,Athletics,5,1,Daikin Park,Roof Closed,73,Final
2026-06-06,09:15,St. Louis Cardinals,Cincinnati Reds,10,3,Busch Stadium,Partly Cloudy,83,Final
2026-06-06,09:15,Texas Rangers,Cleveland Guardians,3,2,Globe Life Field,Roof Closed,74,Final
2026-06-06,09:15,Minnesota Twins,Kansas City Royals,5,3,Target Field,Partly Cloudy,75,Final
2026-06-06,09:40,Colorado Rockies,Milwaukee Brewers,7,9,Coors Field,Partly Cloudy,87,Final
2026-06-06,10:40,Arizona Diamondbacks,Washington Nationals,1,14,Chase Field,Roof Closed,75,Final
2026-06-06,10:40,San Diego Padres,New York Mets,0,5,Petco Park,Cloudy,67,Final
2026-06-06,11:10,Los Angeles Dodgers,Los Angeles Angels,1,0,UNIQLO Field at Dodger Stadium,Clear,70,Final
2026-06-07,02:10,Detroit Tigers,Seattle Mariners,0,4,Comerica Park,Partly Cloudy,81,Final
2026-06-07,03:10,Minnesota Twins,Kansas City Royals,2,3,Target Field,Sunny,82,Final
2026-06-07,03:15,St. Louis Cardinals,Cincinnati Reds,6,5,Busch Stadium,Partly Cloudy,85,Final
2026-06-07,03:20,Chicago Cubs,San Francisco Giants,3,2,Wrigley Field,Partly Cloudy,76,Final
2026-06-07,04:07,Toronto Blue Jays,Baltimore Orioles,6,4,Rogers Centre,Sunny,77,Final
2026-06-07,05:05,Philadelphia Phillies,Chicago White Sox,3,6,Citizens Bank Park,Partly Cloudy,91,Final
2026-06-07,05:10,Arizona Diamondbacks,Washington Nationals,1,6,Chase Field,Roof Closed,75,Final
2026-06-07,05:10,Houston Astros,Athletics,13,2,Daikin Park,Roof Closed,73,Final
2026-06-07,05:10,Atlanta Braves,Pittsburgh Pirates,6,3,Truist Park,Cloudy,84,Final
2026-06-07,05:10,Miami Marlins,Tampa Bay Rays,4,3,loanDepot park,Roof Closed,72,Final
2026-06-07,08:35,Texas Rangers,Cleveland Guardians,0,6,Globe Life Field,Roof Closed,74,Final
2026-06-07,10:10,Colorado Rockies,Milwaukee Brewers,1,7,Coors Field,Partly Cloudy,87,Final
2026-06-07,11:10,Los Angeles Dodgers,Los Angeles Angels,9,2,UNIQLO Field at Dodger Stadium,Clear,70,Final
2026-06-07,11:10,San Diego Padres,New York Mets,3,2,Petco Park,Cloudy,68,Final
2026-06-07,08:35,New York Yankees,Boston Red Sox,0,0,Yankee Stadium,N/A,N/A,Final
2026-06-08,02:35,Atlanta Braves,Pittsburgh Pirates,3,2,Truist Park,Cloudy,78,Final
2026-06-08,02:35,Philadelphia Phillies,Chicago White Sox,9,5,Citizens Bank Park,Partly Cloudy,85,Final
2026-06-08,02:35,New York Yankees,Boston Red Sox,6,1,Yankee Stadium,Partly Cloudy,81,Final
2026-06-08,02:37,Toronto Blue Jays,Baltimore Orioles,6,4,Rogers Centre,Cloudy,72,Final
2026-06-08,02:40,Detroit Tigers,Seattle Mariners,5,4,Comerica Park,Sunny,80,Final
2026-06-08,02:40,Miami Marlins,Tampa Bay Rays,4,1,loanDepot park,Roof Closed,72,Final
2026-06-08,03:10,Houston Astros,Athletics,0,5,Daikin Park,Roof Closed,73,Final
2026-06-08,03:10,Minnesota Twins,Kansas City Royals,5,6,Target Field,Cloudy,85,Final
2026-06-08,03:15,St. Louis Cardinals,Cincinnati Reds,5,3,Busch Stadium,Partly Cloudy,85,Final
2026-06-08,03:35,Texas Rangers,Cleveland Guardians,10,0,Globe Life Field,Roof Closed,74,Final
2026-06-08,04:10,Colorado Rockies,Milwaukee Brewers,4,12,Coors Field,Sunny,91,Final
2026-06-08,04:15,Arizona Diamondbacks,Washington Nationals,5,1,Chase Field,Roof Closed,74,Final
2026-06-08,05:10,Los Angeles Dodgers,Los Angeles Angels,5,13,UNIQLO Field at Dodger Stadium,Sunny,75,Final
2026-06-08,05:10,San Diego Padres,New York Mets,3,7,Petco Park,Partly Cloudy,70,Final
2026-06-08,09:30,Chicago Cubs,San Francisco Giants,1,2,Wrigley Field,Partly Cloudy,70,Final
2026-06-09,07:35,Baltimore Orioles,Seattle Mariners,3,6,Oriole Park at Camden Yards,Partly Cloudy,74,Final
2026-06-09,07:40,Tampa Bay Rays,Boston Red Sox,3,1,Tropicana Field,Dome,72,Final
2026-06-09,07:40,Cleveland Guardians,New York Yankees,5,7,Progressive Field,Partly Cloudy,81,Final
2026-06-09,08:07,Toronto Blue Jays,Philadelphia Phillies,2,5,Rogers Centre,Clear,68,Final
2026-06-09,10:38,Los Angeles Angels,Houston Astros,4,5,Angel Stadium,Partly Cloudy,72,Final
2026-06-09,10:40,San Diego Padres,Cincinnati Reds,6,2,Petco Park,Partly Cloudy,68,Final
2026-06-09,10:45,San Francisco Giants,Washington Nationals,3,4,Oracle Park,Partly Cloudy,59,Final
2026-06-09,11:05,Athletics,Milwaukee Brewers,14,15,Las Vegas Ballpark,Partly Cloudy,87,Final
2026-06-10,07:35,Baltimore Orioles,Seattle Mariners,5,6,Oriole Park at Camden Yards,Partly Cloudy,78,Final
2026-06-10,07:40,Pittsburgh Pirates,Los Angeles Dodgers,3,12,PNC Park,Partly Cloudy,81,Final
2026-06-10,07:40,Tampa Bay Rays,Boston Red Sox,4,3,Tropicana Field,Dome,72,Final
2026-06-10,07:40,Detroit Tigers,Minnesota Twins,10,4,Comerica Park,Partly Cloudy,78,Final
2026-06-10,07:40,Miami Marlins,Arizona Diamondbacks,10,6,loanDepot park,Roof Closed,72,Final
2026-06-10,07:40,Cleveland Guardians,New York Yankees,2,3,Progressive Field,Cloudy,86,Final
2026-06-10,08:07,Toronto Blue Jays,Philadelphia Phillies,3,2,Rogers Centre,Roof Closed,68,Final
2026-06-10,08:10,New York Mets,St. Louis Cardinals,0,7,Citi Field,Clear,72,Final
2026-06-10,08:40,Kansas City Royals,Texas Rangers,5,3,Kauffman Stadium,Partly Cloudy,91,Final
2026-06-10,08:40,Chicago White Sox,Atlanta Braves,6,5,Rate Field,Partly Cloudy,88,Final
2026-06-10,09:40,Colorado Rockies,Chicago Cubs,7,3,Coors Field,Partly Cloudy,84,Final
2026-06-10,10:38,Los Angeles Angels,Houston Astros,10,1,Angel Stadium,Clear,74,Final
2026-06-10,10:40,San Diego Padres,Cincinnati Reds,3,5,Petco Park,Clear,70,Final
2026-06-10,10:45,San Francisco Giants,Washington Nationals,3,6,Oracle Park,Clear,64,Final
2026-06-10,11:05,Athletics,Milwaukee Brewers,7,5,Las Vegas Ballpark,Clear,94,Final
2026-06-11,02:10,Tampa Bay Rays,Boston Red Sox,7,5,Tropicana Field,Dome,72,Final
2026-06-11,02:10,Cleveland Guardians,New York Yankees,4,8,Progressive Field,Partly Cloudy,81,Final
2026-06-11,04:45,San Francisco Giants,Washington Nationals,11,10,Oracle Park,Sunny,72,Final
2026-06-11,05:10,San Diego Padres,Cincinnati Reds,5,4,Petco Park,Sunny,74,Final
2026-06-11,07:35,Baltimore Orioles,Seattle Mariners,7,2,Oriole Park at Camden Yards,Cloudy,76,Final
2026-06-11,07:40,Pittsburgh Pirates,Los Angeles Dodgers,9,8,PNC Park,Partly Cloudy,87,Final
2026-06-11,07:40,Detroit Tigers,Minnesota Twins,4,6,Comerica Park,Partly Cloudy,87,Final
2026-06-11,07:40,Miami Marlins,Arizona Diamondbacks,8,0,loanDepot park,Roof Closed,72,Final
2026-06-11,08:07,Toronto Blue Jays,Philadelphia Phillies,4,7,Rogers Centre,Partly Cloudy,81,Final
2026-06-11,08:10,New York Mets,St. Louis Cardinals,2,9,Citi Field,Cloudy,79,Final
2026-06-11,08:40,Kansas City Royals,Texas Rangers,4,6,Kauffman Stadium,Partly Cloudy,88,Final
2026-06-11,08:40,Chicago White Sox,Atlanta Braves,2,1,Rate Field,Cloudy,71,Final
2026-06-11,09:40,Colorado Rockies,Chicago Cubs,3,2,Coors Field,Partly Cloudy,88,Final
2026-06-11,10:05,Athletics,Milwaukee Brewers,4,3,Las Vegas Ballpark,Clear,102,Final
2026-06-11,10:38,Los Angeles Angels,Houston Astros,3,2,Angel Stadium,Clear,75,Final
2026-06-12,02:10,New York Mets,St. Louis Cardinals,5,4,Citi Field,Partly Cloudy,91,Final
2026-06-12,02:10,Detroit Tigers,Minnesota Twins,11,0,Comerica Park,Partly Cloudy,82,Final
2026-06-12,02:10,Miami Marlins,Arizona Diamondbacks,2,0,loanDepot park,Roof Closed,72,Final
2026-06-12,03:10,Kansas City Royals,Texas Rangers,2,4,Kauffman Stadium,Partly Cloudy,84,Final
2026-06-12,04:10,Colorado Rockies,Chicago Cubs,3,9,Coors Field,Sunny,73,Final
2026-06-12,07:40,Pittsburgh Pirates,Los Angeles Dodgers,6,8,PNC Park,Overcast,72,Final
2026-06-12,08:05,Baltimore Orioles,Seattle Mariners,7,5,Oriole Park at Camden Yards,Cloudy,94,Final
2026-06-12,08:40,Chicago White Sox,Atlanta Braves,0,0,Rate Field,N/A,N/A,Final
2026-06-13,07:40,Pittsburgh Pirates,Miami Marlins,3,8,PNC Park,Partly Cloudy,81,Final
2026-06-13,07:45,Washington Nationals,Seattle Mariners,2,10,Nationals Park,Cloudy,81,Final
2026-06-13,08:05,Baltimore Orioles,San Diego Padres,7,3,Oriole Park at Camden Yards,Partly Cloudy,89,Final
2026-06-13,08:10,Cleveland Guardians,Detroit Tigers,3,2,Progressive Field,Clear,76,Final
2026-06-13,08:10,Boston Red Sox,Texas Rangers,10,1,Fenway Park,Partly Cloudy,82,Final
2026-06-13,08:15,Cincinnati Reds,Arizona Diamondbacks,2,5,Great American Ball Park,Clear,80,Final
2026-06-13,08:15,New York Mets,Atlanta Braves,7,5,Citi Field,Partly Cloudy,76,Final
2026-06-13,08:37,Toronto Blue Jays,New York Yankees,8,5,Rogers Centre,Clear,77,Final
2026-06-13,08:40,Chicago White Sox,Los Angeles Dodgers,8,2,Rate Field,Partly Cloudy,79,Final
2026-06-13,08:40,Milwaukee Brewers,Philadelphia Phillies,6,0,American Family Field,Partly Cloudy,79,Final
2026-06-13,09:10,Kansas City Royals,Houston Astros,8,10,Kauffman Stadium,Partly Cloudy,83,Final
2026-06-13,09:10,Minnesota Twins,St. Louis Cardinals,9,8,Target Field,Partly Cloudy,79,Final
2026-06-13,10:38,Los Angeles Angels,Tampa Bay Rays,4,3,Angel Stadium,Clear,80,Final
2026-06-13,11:05,Athletics,Colorado Rockies,6,4,Las Vegas Ballpark,Clear,103,Final
2026-06-13,11:15,San Francisco Giants,Chicago Cubs,1,5,Oracle Park,Clear,62,Final
2026-06-14,03:10,Minnesota Twins,St. Louis Cardinals,6,9,Target Field,Sunny,71,Final
2026-06-14,04:07,Toronto Blue Jays,New York Yankees,1,3,Rogers Centre,Sunny,71,Final
2026-06-14,05:05,Baltimore Orioles,San Diego Padres,3,9,Oriole Park at Camden Yards,Cloudy,86,Final
2026-06-14,05:05,Washington Nationals,Seattle Mariners,8,3,Nationals Park,Partly Cloudy,88,Final
2026-06-14,05:05,Pittsburgh Pirates,Miami Marlins,3,2,PNC Park,Sunny,86,Final
2026-06-14,05:10,Cincinnati Reds,Arizona Diamondbacks,2,1,Great American Ball Park,Partly Cloudy,85,Final
2026-06-14,05:10,Cleveland Guardians,Detroit Tigers,3,1,Progressive Field,Partly Cloudy,82,Final
2026-06-14,05:10,Boston Red Sox,Texas Rangers,6,3,Fenway Park,Partly Cloudy,87,Final
2026-06-14,05:10,New York Mets,Atlanta Braves,1,3,Citi Field,Sunny,88,Final
2026-06-14,05:10,Chicago White Sox,Los Angeles Dodgers,1,7,Rate Field,Partly Cloudy,86,Final
2026-06-14,08:10,Kansas City Royals,Houston Astros,7,8,Kauffman Stadium,Partly Cloudy,84,Final
2026-06-14,08:10,Milwaukee Brewers,Philadelphia Phillies,8,9,American Family Field,Partly Cloudy,82,Final
2026-06-14,11:05,Athletics,Colorado Rockies,7,5,Las Vegas Ballpark,Clear,102,Final
2026-06-14,11:05,San Francisco Giants,Chicago Cubs,1,6,Oracle Park,Clear,62,Final
2026-06-14,11:07,Los Angeles Angels,Tampa Bay Rays,8,0,Angel Stadium,Clear,76,Final
2026-06-15,01:15,Pittsburgh Pirates,Miami Marlins,2,4,PNC Park,Overcast,75,Final
2026-06-15,02:35,Baltimore Orioles,San Diego Padres,2,5,Oriole Park at Camden Yards,Partly Cloudy,87,Final
2026-06-15,02:35,Washington Nationals,Seattle Mariners,10,1,Nationals Park,Partly Cloudy,90,Final
2026-06-15,02:37,Toronto Blue Jays,New York Yankees,3,8,Rogers Centre,Roof Closed,68,Final
2026-06-15,02:40,Cincinnati Reds,Arizona Diamondbacks,3,5,Great American Ball Park,Cloudy,79,Final
2026-06-15,02:40,New York Mets,Atlanta Braves,8,1,Citi Field,Partly Cloudy,87,Final
2026-06-15,03:10,Kansas City Royals,Houston Astros,4,0,Kauffman Stadium,Sunny,74,Final
2026-06-15,03:10,Minnesota Twins,St. Louis Cardinals,5,4,Target Field,Partly Cloudy,67,Final
2026-06-15,03:10,Chicago White Sox,Los Angeles Dodgers,6,4,Rate Field,Cloudy,69,Final
2026-06-15,03:10,Milwaukee Brewers,Philadelphia Phillies,4,0,American Family Field,Overcast,64,Final
2026-06-15,04:05,Athletics,Colorado Rockies,9,23,Las Vegas Ballpark,Sunny,101,Final
2026-06-15,04:10,San Francisco Giants,Chicago Cubs,5,1,Oracle Park,Sunny,67,Final
2026-06-15,05:07,Los Angeles Angels,Tampa Bay Rays,3,8,Angel Stadium,Sunny,81,Final
2026-06-15,08:20,Boston Red Sox,Texas Rangers,4,6,Fenway Park,Overcast,81,Final
2026-06-15,02:40,Cleveland Guardians,Detroit Tigers,0,0,Progressive Field,N/A,N/A,Final
2026-06-16,07:40,Philadelphia Phillies,Miami Marlins,7,0,Citizens Bank Park,Partly Cloudy,75,Final
2026-06-16,07:45,Washington Nationals,Kansas City Royals,7,3,Nationals Park,Partly Cloudy,76,Final
2026-06-16,08:10,Cincinnati Reds,New York Mets,12,0,Great American Ball Park,Partly Cloudy,74,Final
2026-06-16,08:45,St. Louis Cardinals,San Diego Padres,3,0,Busch Stadium,Clear,76,Final
2026-06-16,09:05,Chicago Cubs,Colorado Rockies,5,4,Wrigley Field,Partly Cloudy,76,Final
2026-06-16,09:05,Texas Rangers,Minnesota Twins,2,4,Globe Life Field,Roof Closed,74,Final
2026-06-16,09:10,Houston Astros,Detroit Tigers,3,9,Daikin Park,Roof Closed,73,Final
2026-06-16,10:40,Arizona Diamondbacks,Los Angeles Angels,4,3,Chase Field,Roof Closed,78,Final
2026-06-16,10:40,Athletics,Pittsburgh Pirates,11,2,Sutter Health Park,Clear,86,Final
2026-06-16,11:10,Los Angeles Dodgers,Tampa Bay Rays,4,3,UNIQLO Field at Dodger Stadium,Partly Cloudy,71,Final
2026-06-17,07:40,Philadelphia Phillies,Miami Marlins,8,2,Citizens Bank Park,Clear,78,Final
2026-06-17,07:45,Washington Nationals,Kansas City Royals,6,4,Nationals Park,Clear,78,Final
2026-06-17,07:45,Boston Red Sox,Toronto Blue Jays,1,6,Fenway Park,Partly Cloudy,77,Final
2026-06-17,08:05,New York Yankees,Chicago White Sox,12,2,Yankee Stadium,Clear,72,Final
2026-06-17,08:10,Cincinnati Reds,New York Mets,5,3,Great American Ball Park,Cloudy,74,Final
2026-06-17,08:15,Atlanta Braves,San Francisco Giants,2,7,Truist Park,Rain,69,Final
2026-06-17,08:40,Milwaukee Brewers,Cleveland Guardians,2,1,American Family Field,Roof Closed,74,Final
2026-06-17,08:45,St. Louis Cardinals,San Diego Padres,3,2,Busch Stadium,Partly Cloudy,77,Final
2026-06-17,09:05,Chicago Cubs,Colorado Rockies,2,5,Wrigley Field,Partly Cloudy,71,Final
2026-06-17,09:05,Texas Rangers,Minnesota Twins,2,12,Globe Life Field,Roof Closed,74,Final
2026-06-17,09:10,Houston Astros,Detroit Tigers,4,2,Daikin Park,Roof Closed,73,Final
2026-06-17,10:40,Arizona Diamondbacks,Los Angeles Angels,0,7,Chase Field,Roof Closed,77,Final
2026-06-17,10:40,Athletics,Pittsburgh Pirates,5,6,Sutter Health Park,Clear,85,Final
2026-06-17,10:40,Seattle Mariners,Baltimore Orioles,3,1,T-Mobile Park,Partly Cloudy,71,Final
2026-06-17,11:10,Los Angeles Dodgers,Tampa Bay Rays,1,0,UNIQLO Field at Dodger Stadium,Partly Cloudy,70,Final
2026-06-18,01:40,Cincinnati Reds,New York Mets,1,9,Great American Ball Park,Partly Cloudy,78,Final
2026-06-18,02:05,Washington Nationals,Kansas City Royals,2,6,Nationals Park,Partly Cloudy,84,Final
2026-06-18,02:05,Philadelphia Phillies,Miami Marlins,4,12,Citizens Bank Park,Partly Cloudy,81,Final
2026-06-18,03:00,Atlanta Braves,San Francisco Giants,2,7,Truist Park,Rain,69,Final
2026-06-18,03:10,Houston Astros,Detroit Tigers,4,2,Daikin Park,Roof Closed,73,Final
2026-06-18,03:15,St. Louis Cardinals,San Diego Padres,1,6,Busch Stadium,Cloudy,85,Final
