date_kst,time_kst,home_team,away_team,home_score,away_score,venue,weather,temp,status
2026-05-11,08:20,Kansas City Royals,Detroit Tigers,3,6,Kauffman Stadium,Clear,69,Final
2026-05-12,07:10,Cleveland Guardians,Los Angeles Angels,7,2,Progressive Field,Clear,53,Final
2026-05-12,07:35,Baltimore Orioles,New York Yankees,3,2,Oriole Park at Camden Yards,Clear,62,Final
2026-05-12,08:07,Toronto Blue Jays,Tampa Bay Rays,5,8,Rogers Centre,Roof Closed,68,Final
2026-05-12,09:05,Texas Rangers,Arizona Diamondbacks,0,1,Globe Life Field,Roof Closed,74,Final
2026-05-12,09:10,Houston Astros,Seattle Mariners,1,3,Daikin Park,Roof Closed,73,Final
2026-05-12,11:10,Los Angeles Dodgers,San Francisco Giants,3,9,UNIQLO Field at Dodger Stadium,Clear,72,Final
2026-05-13,07:10,Cleveland Guardians,Los Angeles Angels,3,2,Progressive Field,Cloudy,63,Final
2026-05-13,07:35,Baltimore Orioles,New York Yankees,2,6,Oriole Park at Camden Yards,Clear,65,Final
2026-05-13,07:40,Cincinnati Reds,Washington Nationals,4,10,Great American Ball Park,Clear,76,Final
2026-05-13,07:40,Pittsburgh Pirates,Colorado Rockies,3,1,PNC Park,Partly Cloudy,66,Final
2026-05-13,07:45,Boston Red Sox,Philadelphia Phillies,1,2,Fenway Park,Partly Cloudy,62,Final
2026-05-13,08:07,Toronto Blue Jays,Tampa Bay Rays,6,7,Rogers Centre,Roof Closed,68,Final
2026-05-13,08:10,New York Mets,Detroit Tigers,10,2,Citi Field,Clear,59,Final
2026-05-13,08:15,Atlanta Braves,Chicago Cubs,5,2,Truist Park,Clear,70,Final
2026-05-13,08:40,Chicago White Sox,Kansas City Royals,6,5,Rate Field,Cloudy,68,Final
2026-05-13,08:40,Minnesota Twins,Miami Marlins,3,0,Target Field,Partly Cloudy,68,Final
2026-05-13,08:40,Milwaukee Brewers,San Diego Padres,6,4,American Family Field,Roof Closed,66,Final
2026-05-13,09:05,Texas Rangers,Arizona Diamondbacks,7,4,Globe Life Field,Clear,84,Final
2026-05-13,09:10,Houston Astros,Seattle Mariners,2,10,Daikin Park,Roof Closed,73,Final
2026-05-13,10:40,Athletics,St. Louis Cardinals,4,6,Sutter Health Park,Partly Cloudy,78,Final
2026-05-13,11:10,Los Angeles Dodgers,San Francisco Giants,2,6,UNIQLO Field at Dodger Stadium,Partly Cloudy,66,Final
2026-05-14,02:05,Baltimore Orioles,New York Yankees,7,0,Oriole Park at Camden Yards,Sunny,71,Final
2026-05-14,02:10,Cleveland Guardians,Los Angeles Angels,4,2,Progressive Field,Partly Cloudy,55,Final
2026-05-14,07:40,Cincinnati Reds,Washington Nationals,7,8,Great American Ball Park,Partly Cloudy,61,Final
2026-05-14,07:40,Pittsburgh Pirates,Colorado Rockies,4,10,PNC Park,Partly Cloudy,61,Final
2026-05-14,07:45,Boston Red Sox,Philadelphia Phillies,3,1,Fenway Park,Overcast,62,Final
2026-05-14,08:07,Toronto Blue Jays,Tampa Bay Rays,5,3,Rogers Centre,Roof Closed,68,Final
2026-05-14,08:10,New York Mets,Detroit Tigers,3,2,Citi Field,Cloudy,60,Final
2026-05-14,08:15,Atlanta Braves,Chicago Cubs,4,1,Truist Park,Clear,76,Final
2026-05-14,08:40,Chicago White Sox,Kansas City Royals,6,5,Rate Field,Partly Cloudy,53,Final
2026-05-14,08:40,Minnesota Twins,Miami Marlins,5,9,Target Field,Clear,70,Final
2026-05-14,08:40,Milwaukee Brewers,San Diego Padres,1,3,American Family Field,Roof Closed,65,Final
2026-05-14,09:05,Texas Rangers,Arizona Diamondbacks,6,5,Globe Life Field,Clear,89,Final
2026-05-14,09:10,Houston Astros,Seattle Mariners,4,3,Daikin Park,Roof Closed,73,Final
2026-05-14,10:40,Athletics,St. Louis Cardinals,6,2,Sutter Health Park,Clear,78,Final
2026-05-14,11:10,Los Angeles Dodgers,San Francisco Giants,4,0,UNIQLO Field at Dodger Stadium,Clear,65,Final
2026-05-15,01:35,Pittsburgh Pirates,Colorado Rockies,7,2,PNC Park,Partly Cloudy,49,Final
2026-05-15,01:40,Cincinnati Reds,Washington Nationals,15,1,Great American Ball Park,Sunny,58,Final
2026-05-15,02:10,New York Mets,Detroit Tigers,9,4,Citi Field,Cloudy,62,Final
2026-05-15,02:40,Minnesota Twins,Miami Marlins,9,1,Target Field,Partly Cloudy,75,Final
2026-05-15,02:40,Milwaukee Brewers,San Diego Padres,7,1,American Family Field,Sunny,63,Final
2026-05-15,03:10,Houston Astros,Seattle Mariners,3,8,Daikin Park,Roof Closed,73,Final
2026-05-15,04:05,Athletics,St. Louis Cardinals,4,5,Sutter Health Park,Sunny,79,Final
2026-05-15,07:45,Boston Red Sox,Philadelphia Phillies,1,3,Fenway Park,Rain,54,Final
2026-05-15,08:15,Atlanta Braves,Chicago Cubs,0,2,Truist Park,Clear,70,Final
2026-05-15,08:40,Chicago White Sox,Kansas City Royals,6,2,Rate Field,Clear,62,Final
2026-05-15,11:10,Los Angeles Dodgers,San Francisco Giants,5,2,UNIQLO Field at Dodger Stadium,Clear,66,Final
2026-05-16,07:40,Pittsburgh Pirates,Philadelphia Phillies,9,11,PNC Park,Partly Cloudy,66,Final
2026-05-16,07:45,Washington Nationals,Baltimore Orioles,3,2,Nationals Park,Partly Cloudy,71,Final
2026-05-16,07:45,Detroit Tigers,Toronto Blue Jays,3,2,Comerica Park,Partly Cloudy,68,Final
2026-05-16,08:10,Cleveland Guardians,Cincinnati Reds,6,7,Progressive Field,Partly Cloudy,64,Final
2026-05-16,08:10,Tampa Bay Rays,Miami Marlins,7,2,Tropicana Field,Dome,72,Final
2026-05-16,08:10,Minnesota Twins,Milwaukee Brewers,2,3,Target Field,Partly Cloudy,85,Final
2026-05-16,08:15,Atlanta Braves,Boston Red Sox,3,2,Truist Park,Clear,77,Final
2026-05-16,08:15,New York Mets,New York Yankees,2,5,Citi Field,Partly Cloudy,66,Final
2026-05-16,08:40,Chicago White Sox,Chicago Cubs,5,10,Rate Field,Clear,74,Final
2026-05-16,09:10,Houston Astros,Texas Rangers,2,0,Daikin Park,Roof Closed,73,Final
2026-05-16,09:15,St. Louis Cardinals,Kansas City Royals,5,4,Busch Stadium,Cloudy,79,Final
2026-05-16,09:40,Colorado Rockies,Arizona Diamondbacks,1,9,Coors Field,Cloudy,80,Final
2026-05-16,10:38,Los Angeles Angels,Los Angeles Dodgers,0,6,Angel Stadium,Clear,68,Final
2026-05-16,10:40,Seattle Mariners,San Diego Padres,0,2,T-Mobile Park,Roof Closed,53,Final
2026-05-16,10:40,Athletics,San Francisco Giants,5,2,Sutter Health Park,Clear,84,Final
2026-05-17,02:10,Detroit Tigers,Toronto Blue Jays,1,2,Comerica Park,Cloudy,63,Final
2026-05-17,03:15,St. Louis Cardinals,Kansas City Royals,4,2,Busch Stadium,Overcast,78,Final
2026-05-17,04:10,Colorado Rockies,Arizona Diamondbacks,4,2,Coors Field,Cloudy,76,Final
2026-05-17,05:05,Washington Nationals,Baltimore Orioles,13,3,Nationals Park,Sunny,83,Final
2026-05-17,05:05,Pittsburgh Pirates,Philadelphia Phillies,0,6,PNC Park,Overcast,66,Final
2026-05-17,05:10,Tampa Bay Rays,Miami Marlins,5,10,Tropicana Field,Dome,72,Final
2026-05-17,07:10,Cleveland Guardians,Cincinnati Reds,7,4,Progressive Field,Partly Cloudy,72,Final
2026-05-17,08:10,Houston Astros,Texas Rangers,4,1,Daikin Park,Roof Closed,73,Final
2026-05-17,08:10,Chicago White Sox,Chicago Cubs,8,3,Rate Field,Cloudy,81,Final
2026-05-17,08:10,Minnesota Twins,Milwaukee Brewers,1,2,Target Field,Clear,81,Final
2026-05-17,08:15,Seattle Mariners,San Diego Padres,4,7,T-Mobile Park,Roof Closed,57,Final
2026-05-17,08:15,Atlanta Braves,Boston Red Sox,2,3,Truist Park,Cloudy,82,Final
2026-05-17,08:15,New York Mets,New York Yankees,6,3,Citi Field,Clear,75,Final
2026-05-17,10:38,Los Angeles Angels,Los Angeles Dodgers,2,15,Angel Stadium,Partly Cloudy,68,Final
2026-05-17,10:40,Athletics,San Francisco Giants,4,6,Sutter Health Park,Clear,79,Final
2026-05-18,01:15,Tampa Bay Rays,Miami Marlins,6,3,Tropicana Field,Dome,72,Final
2026-05-18,02:35,Washington Nationals,Baltimore Orioles,3,7,Nationals Park,Partly Cloudy,81,Final
2026-05-18,02:35,Pittsburgh Pirates,Philadelphia Phillies,0,6,PNC Park,Partly Cloudy,81,Final
2026-05-18,02:35,Atlanta Braves,Boston Red Sox,8,1,Truist Park,Partly Cloudy,85,Final
2026-05-18,02:40,Cleveland Guardians,Cincinnati Reds,10,3,Progressive Field,Partly Cloudy,79,Final
2026-05-18,02:40,Detroit Tigers,Toronto Blue Jays,1,4,Comerica Park,Sunny,83,Final
2026-05-18,02:40,New York Mets,New York Yankees,7,6,Citi Field,Sunny,85,Final
2026-05-18,03:10,Houston Astros,Texas Rangers,0,8,Daikin Park,Roof Closed,73,Final
2026-05-18,03:10,Chicago White Sox,Chicago Cubs,9,8,Rate Field,Partly Cloudy,75,Final
2026-05-18,03:10,Minnesota Twins,Milwaukee Brewers,5,4,Target Field,Cloudy,62,Final
2026-05-18,03:15,St. Louis Cardinals,Kansas City Royals,0,2,Busch Stadium,Partly Cloudy,82,Final
2026-05-18,04:10,Colorado Rockies,Arizona Diamondbacks,6,8,Coors Field,Partly Cloudy,56,Final
2026-05-18,05:05,Athletics,San Francisco Giants,1,10,Sutter Health Park,Sunny,74,Final
2026-05-18,05:07,Los Angeles Angels,Los Angeles Dodgers,1,10,Angel Stadium,Partly Cloudy,70,Final
2026-05-18,08:20,Seattle Mariners,San Diego Padres,3,8,T-Mobile Park,Partly Cloudy,61,Final
2026-05-19,07:40,Detroit Tigers,Cleveland Guardians,2,8,Comerica Park,Partly Cloudy,75,Final
2026-05-19,07:40,Tampa Bay Rays,Baltimore Orioles,16,6,Tropicana Field,Dome,72,Final
2026-05-19,07:40,Philadelphia Phillies,Cincinnati Reds,5,4,Citizens Bank Park,Clear,93,Final
2026-05-19,07:40,Miami Marlins,Atlanta Braves,12,0,loanDepot park,Dome,72,Final
2026-05-19,07:45,Washington Nationals,New York Mets,7,16,Nationals Park,Clear,94,Final
2026-05-19,08:05,New York Yankees,Toronto Blue Jays,7,6,Yankee Stadium,Clear,80,Final
2026-05-19,08:10,Kansas City Royals,Boston Red Sox,1,3,Kauffman Stadium,Partly Cloudy,82,Final
2026-05-19,08:40,Minnesota Twins,Houston Astros,6,3,Target Field,Overcast,61,Final
2026-05-19,08:40,Chicago Cubs,Milwaukee Brewers,3,9,Wrigley Field,Partly Cloudy,77,Final
2026-05-19,09:40,Colorado Rockies,Texas Rangers,7,6,Coors Field,Overcast,44,Final
2026-05-19,10:38,Los Angeles Angels,Athletics,2,1,Angel Stadium,Clear,71,Final
2026-05-19,10:40,San Diego Padres,Los Angeles Dodgers,1,0,Petco Park,Partly Cloudy,66,Final
2026-05-19,10:40,Arizona Diamondbacks,San Francisco Giants,12,2,Chase Field,Clear,85,Final
2026-05-19,10:40,Seattle Mariners,Chicago White Sox,6,1,T-Mobile Park,Partly Cloudy,64,Final
2026-05-20,05:10,Miami Marlins,Atlanta Braves,4,8,loanDepot park,Roof Closed,72,Final
2026-05-20,07:40,Detroit Tigers,Cleveland Guardians,3,4,Comerica Park,Partly Cloudy,76,Final
2026-05-20,07:40,Tampa Bay Rays,Baltimore Orioles,4,1,Tropicana Field,Dome,72,Final
2026-05-20,07:40,Philadelphia Phillies,Cincinnati Reds,1,4,Citizens Bank Park,Partly Cloudy,95,Final
2026-05-20,07:45,Washington Nationals,New York Mets,9,6,Nationals Park,Partly Cloudy,81,Final
2026-05-20,08:05,New York Yankees,Toronto Blue Jays,5,4,Yankee Stadium,Partly Cloudy,90,Final
2026-05-20,08:40,Kansas City Royals,Boston Red Sox,1,7,Kauffman Stadium,Overcast,58,Final
2026-05-20,08:40,Minnesota Twins,Houston Astros,1,2,Target Field,Overcast,55,Final
2026-05-20,08:40,Chicago Cubs,Milwaukee Brewers,2,5,Wrigley Field,Cloudy,72,Final
2026-05-20,08:45,St. Louis Cardinals,Pittsburgh Pirates,9,6,Busch Stadium,Cloudy,73,Final
2026-05-20,09:40,Colorado Rockies,Texas Rangers,0,10,Coors Field,Cloudy,51,Final
2026-05-20,10:38,Los Angeles Angels,Athletics,6,14,Angel Stadium,Clear,80,Final
2026-05-20,10:40,San Diego Padres,Los Angeles Dodgers,4,5,Petco Park,Partly Cloudy,71,Final
2026-05-20,10:40,Arizona Diamondbacks,San Francisco Giants,5,3,Chase Field,Overcast,88,Final
2026-05-20,10:40,Seattle Mariners,Chicago White Sox,1,2,T-Mobile Park,Cloudy,63,Final
2026-05-21,02:05,Philadelphia Phillies,Cincinnati Reds,4,9,Citizens Bank Park,Sunny,92,Final
2026-05-21,02:10,Tampa Bay Rays,Baltimore Orioles,5,3,Tropicana Field,Dome,72,Final
2026-05-21,02:40,Minnesota Twins,Houston Astros,4,1,Target Field,Partly Cloudy,57,Final
2026-05-21,04:10,Colorado Rockies,Texas Rangers,4,5,Coors Field,Overcast,55,Final
2026-05-21,04:40,Arizona Diamondbacks,San Francisco Giants,6,3,Chase Field,Roof Closed,78,Final
2026-05-21,05:10,Seattle Mariners,Chicago White Sox,5,4,T-Mobile Park,Partly Cloudy,61,Final
2026-05-21,07:40,Detroit Tigers,Cleveland Guardians,2,3,Comerica Park,Partly Cloudy,56,Final
2026-05-21,07:40,Miami Marlins,Atlanta Braves,1,9,loanDepot park,Roof Closed,72,Final
2026-05-21,07:45,Washington Nationals,New York Mets,8,4,Nationals Park,Cloudy,79,Final
2026-05-21,08:05,New York Yankees,Toronto Blue Jays,1,2,Yankee Stadium,Drizzle,72,Final
2026-05-21,08:40,Kansas City Royals,Boston Red Sox,3,4,Kauffman Stadium,Partly Cloudy,65,Final
2026-05-21,08:40,Chicago Cubs,Milwaukee Brewers,0,5,Wrigley Field,Clear,56,Final
2026-05-21,08:45,St. Louis Cardinals,Pittsburgh Pirates,0,7,Busch Stadium,Cloudy,66,Final
2026-05-21,09:40,San Diego Padres,Los Angeles Dodgers,0,4,Petco Park,Clear,74,Final
2026-05-21,10:38,Los Angeles Angels,Athletics,5,6,Angel Stadium,Clear,83,Final
2026-05-22,02:10,Detroit Tigers,Cleveland Guardians,1,3,Comerica Park,Sunny,60,Final
2026-05-22,02:15,St. Louis Cardinals,Pittsburgh Pirates,2,6,Busch Stadium,Partly Cloudy,67,Final
2026-05-22,05:05,Washington Nationals,New York Mets,1,2,Nationals Park,Cloudy,61,Final
2026-05-22,07:40,Miami Marlins,Atlanta Braves,3,9,loanDepot park,Roof Closed,72,Final
2026-05-22,08:05,New York Yankees,Toronto Blue Jays,0,2,Yankee Stadium,Cloudy,64,Final
2026-05-22,10:38,Los Angeles Angels,Athletics,2,3,Angel Stadium,Clear,71,Final
2026-05-22,10:40,Arizona Diamondbacks,Colorado Rockies,2,1,Chase Field,Clear,94,Final
2026-05-23,03:20,Chicago Cubs,Houston Astros,2,4,Wrigley Field,Sunny,60,Final
2026-05-23,07:40,Philadelphia Phillies,Cleveland Guardians,0,1,Citizens Bank Park,Rain,58,Final
2026-05-23,08:05,New York Yankees,Tampa Bay Rays,2,4,Yankee Stadium,Partly Cloudy,66,Final
2026-05-23,08:07,Toronto Blue Jays,Pittsburgh Pirates,6,2,Rogers Centre,Roof Closed,68,Final
2026-05-23,08:10,Boston Red Sox,Minnesota Twins,6,8,Fenway Park,Cloudy,64,Final
2026-05-23,08:10,Miami Marlins,New York Mets,2,1,loanDepot park,Roof Closed,72,Final
2026-05-23,08:15,Baltimore Orioles,Detroit Tigers,7,4,Oriole Park at Camden Yards,Drizzle,55,Final
2026-05-23,08:15,Atlanta Braves,Washington Nationals,5,4,Truist Park,Cloudy,73,Final
2026-05-23,08:40,Kansas City Royals,Seattle Mariners,0,2,Kauffman Stadium,Cloudy,70,Final
2026-05-23,08:40,Milwaukee Brewers,Los Angeles Dodgers,5,1,American Family Field,Roof Closed,57,Final
2026-05-23,10:38,Los Angeles Angels,Texas Rangers,9,6,Angel Stadium,Partly Cloudy,69,Final
2026-05-23,10:40,Arizona Diamondbacks,Colorado Rockies,2,3,Chase Field,Clear,95,Final
2026-05-23,10:40,San Diego Padres,Athletics,7,3,Petco Park,Clear,66,Final
2026-05-23,11:15,San Francisco Giants,Chicago White Sox,4,9,Oracle Park,Partly Cloudy,59,Final
2026-05-23,07:40,Cincinnati Reds,St. Louis Cardinals,0,0,Great American Ball Park,Cloudy,71,Final
2026-05-24,02:10,Cincinnati Reds,St. Louis Cardinals,1,8,Great American Ball Park,Cloudy,71,Final
2026-05-24,08:15,Cincinnati Reds,St. Louis Cardinals,7,6,Great American Ball Park,Partly Cloudy,74,Final
2026-05-24,03:20,Chicago Cubs,Houston Astros,0,3,Wrigley Field,Partly Cloudy,60,Final
2026-05-24,04:07,Toronto Blue Jays,Pittsburgh Pirates,5,2,Rogers Centre,Roof Closed,68,Final
2026-05-24,05:05,Philadelphia Phillies,Cleveland Guardians,3,0,Citizens Bank Park,Cloudy,53,Final
2026-05-24,05:05,San Francisco Giants,Chicago White Sox,10,3,Oracle Park,Sunny,61,Final
2026-05-24,05:10,Kansas City Royals,Seattle Mariners,5,0,Kauffman Stadium,Partly Cloudy,77,Final
2026-05-24,05:10,Boston Red Sox,Minnesota Twins,2,4,Fenway Park,Cloudy,61,Final
2026-05-24,05:10,Atlanta Braves,Washington Nationals,0,2,Truist Park,Cloudy,78,Final
2026-05-24,05:10,Miami Marlins,New York Mets,4,1,loanDepot park,Roof Closed,72,Final
2026-05-24,08:15,Milwaukee Brewers,Los Angeles Dodgers,3,11,American Family Field,Roof Closed,65,Final
2026-05-24,10:40,San Diego Padres,Athletics,2,0,Petco Park,Partly Cloudy,66,Final
2026-05-24,11:05,Los Angeles Angels,Texas Rangers,5,2,Angel Stadium,Clear,68,Final
2026-05-24,11:10,Arizona Diamondbacks,Colorado Rockies,5,4,Chase Field,Clear,94,Final
2026-05-24,02:35,New York Yankees,Tampa Bay Rays,0,0,Yankee Stadium,N/A,N/A,Final
2026-05-24,05:05,Baltimore Orioles,Detroit Tigers,0,0,Oriole Park at Camden Yards,Partly Cloudy,62,Final
2026-05-25,01:15,Toronto Blue Jays,Pittsburgh Pirates,1,4,Rogers Centre,Roof Closed,68,Final
2026-05-25,01:35,Baltimore Orioles,Detroit Tigers,5,3,Oriole Park at Camden Yards,Overcast,58,Final
2026-05-25,07:05,Baltimore Orioles,Detroit Tigers,1,4,Oriole Park at Camden Yards,Partly Cloudy,62,Final
2026-05-25,02:35,Boston Red Sox,Minnesota Twins,5,6,Fenway Park,Overcast,57,Final
2026-05-25,02:35,Philadelphia Phillies,Cleveland Guardians,1,3,Citizens Bank Park,Overcast,62,Final
2026-05-25,02:35,New York Yankees,Tampa Bay Rays,2,0,Yankee Stadium,Rain,57,Final
2026-05-25,02:40,Miami Marlins,New York Mets,4,0,loanDepot park,Roof Closed,72,Final
2026-05-25,03:10,Kansas City Royals,Seattle Mariners,8,6,Kauffman Stadium,Sunny,78,Final
2026-05-25,03:10,Milwaukee Brewers,Los Angeles Dodgers,1,5,American Family Field,Sunny,73,Final
2026-05-25,03:20,Chicago Cubs,Houston Astros,5,8,Wrigley Field,Partly Cloudy,64,Final
2026-05-25,05:05,San Francisco Giants,Chicago White Sox,8,5,Oracle Park,Partly Cloudy,60,Final
2026-05-25,05:10,Arizona Diamondbacks,Colorado Rockies,9,1,Chase Field,Roof Closed,73,Final
2026-05-25,05:10,San Diego Padres,Athletics,2,5,Petco Park,Partly Cloudy,66,Final
2026-05-25,05:10,Atlanta Braves,Washington Nationals,1,2,Truist Park,Cloudy,79,Final
2026-05-25,08:20,Los Angeles Angels,Texas Rangers,2,1,Angel Stadium,Sunny,73,Final
2026-05-25,02:40,Cincinnati Reds,St. Louis Cardinals,0,0,Great American Ball Park,N/A,N/A,Final
2026-05-26,02:35,Pittsburgh Pirates,Chicago Cubs,2,1,PNC Park,Cloudy,73,Final
2026-05-26,02:35,Baltimore Orioles,Tampa Bay Rays,9,7,Oriole Park at Camden Yards,Rain,69,Final
2026-05-26,03:10,Chicago White Sox,Minnesota Twins,3,1,Rate Field,Partly Cloudy,80,Final
2026-05-26,03:10,Milwaukee Brewers,St. Louis Cardinals,5,1,American Family Field,Partly Cloudy,80,Final
2026-05-26,04:40,Kansas City Royals,New York Yankees,3,4,Kauffman Stadium,Sunny,83,Final
2026-05-26,05:10,New York Mets,Cincinnati Reds,2,7,Citi Field,Partly Cloudy,71,Final
2026-05-26,06:05,San Francisco Giants,Arizona Diamondbacks,2,6,Oracle Park,Partly Cloudy,60,Final
2026-05-26,07:10,Cleveland Guardians,Washington Nationals,2,10,Progressive Field,Clear,64,Final
2026-05-26,07:40,San Diego Padres,Philadelphia Phillies,0,3,Petco Park,Partly Cloudy,67,Final
2026-05-26,08:05,Texas Rangers,Houston Astros,0,9,Globe Life Field,Roof Closed,74,Final
2026-05-26,08:07,Toronto Blue Jays,Miami Marlins,2,8,Rogers Centre,Clear,62,Final
2026-05-26,10:10,Los Angeles Dodgers,Colorado Rockies,5,3,UNIQLO Field at Dodger Stadium,Clear,69,Final
2026-05-26,10:40,Athletics,Seattle Mariners,2,9,Sutter Health Park,Partly Cloudy,68,Final
2026-05-27,07:10,Cleveland Guardians,Washington Nationals,3,6,Progressive Field,Cloudy,70,Final
2026-05-27,07:35,Baltimore Orioles,Tampa Bay Rays,6,1,Oriole Park at Camden Yards,Partly Cloudy,74,Final
2026-05-27,07:40,Detroit Tigers,Los Angeles Angels,6,10,Comerica Park,Cloudy,79,Final
2026-05-27,07:40,Pittsburgh Pirates,Chicago Cubs,12,1,PNC Park,Cloudy,79,Final
2026-05-27,07:45,Boston Red Sox,Atlanta Braves,6,7,Fenway Park,Partly Cloudy,82,Final
2026-05-27,08:07,Toronto Blue Jays,Miami Marlins,8,1,Rogers Centre,Partly Cloudy,60,Final
2026-05-27,08:10,New York Mets,Cincinnati Reds,2,7,Citi Field,Cloudy,72,Final
2026-05-27,08:40,Chicago White Sox,Minnesota Twins,3,5,Rate Field,Partly Cloudy,77,Final
2026-05-27,08:40,Kansas City Royals,New York Yankees,1,15,Kauffman Stadium,Partly Cloudy,82,Final
2026-05-27,08:40,Milwaukee Brewers,St. Louis Cardinals,6,0,American Family Field,Partly Cloudy,81,Final
2026-05-27,09:05,Texas Rangers,Houston Astros,10,7,Globe Life Field,Roof Closed,74,Final
2026-05-27,10:40,Athletics,Seattle Mariners,1,4,Sutter Health Park,Cloudy,62,Final
2026-05-27,10:40,San Diego Padres,Philadelphia Phillies,3,4,Petco Park,Partly Cloudy,64,Final
2026-05-27,10:45,San Francisco Giants,Arizona Diamondbacks,5,7,Oracle Park,Clear,59,Final
2026-05-27,11:10,Los Angeles Dodgers,Colorado Rockies,15,6,UNIQLO Field at Dodger Stadium,Cloudy,63,Final
2026-05-28,02:07,Toronto Blue Jays,Miami Marlins,2,1,Rogers Centre,Sunny,60,Final
2026-05-28,02:10,Cleveland Guardians,Washington Nationals,3,2,Progressive Field,Partly Cloudy,70,Final
2026-05-28,02:40,Milwaukee Brewers,St. Louis Cardinals,2,1,American Family Field,Partly Cloudy,74,Final
2026-05-28,04:05,Athletics,Seattle Mariners,1,9,Sutter Health Park,Partly Cloudy,67,Final
2026-05-28,04:45,San Francisco Giants,Arizona Diamondbacks,2,3,Oracle Park,Partly Cloudy,63,Final
2026-05-28,05:10,San Diego Padres,Philadelphia Phillies,0,3,Petco Park,Partly Cloudy,67,Final
2026-05-28,07:35,Baltimore Orioles,Tampa Bay Rays,11,2,Oriole Park at Camden Yards,Partly Cloudy,80,Final
2026-05-28,07:40,Detroit Tigers,Los Angeles Angels,4,0,Comerica Park,Clear,76,Final
2026-05-28,07:40,Pittsburgh Pirates,Chicago Cubs,4,10,PNC Park,Partly Cloudy,77,Final
2026-05-28,07:45,Boston Red Sox,Atlanta Braves,8,0,Fenway Park,Clear,87,Final
2026-05-28,08:10,New York Mets,Cincinnati Reds,4,2,Citi Field,Partly Cloudy,81,Final
2026-05-28,08:40,Chicago White Sox,Minnesota Twins,15,2,Rate Field,Clear,72,Final
2026-05-28,08:40,Kansas City Royals,New York Yankees,0,7,Kauffman Stadium,Partly Cloudy,84,Final
2026-05-28,09:05,Texas Rangers,Houston Astros,3,4,Globe Life Field,Roof Closed,74,Final
2026-05-28,11:10,Los Angeles Dodgers,Colorado Rockies,4,1,UNIQLO Field at Dodger Stadium,Partly Cloudy,61,Final
2026-05-29,02:10,Detroit Tigers,Los Angeles Angels,1,7,Comerica Park,Sunny,70,Final
2026-05-29,03:10,Chicago White Sox,Minnesota Twins,6,2,Rate Field,Sunny,66,Final
2026-05-29,05:10,Boston Red Sox,Atlanta Braves,2,10,Fenway Park,Partly Cloudy,68,Final
2026-05-29,07:35,Baltimore Orioles,Toronto Blue Jays,1,2,Oriole Park at Camden Yards,Partly Cloudy,77,Final
2026-05-29,07:40,Pittsburgh Pirates,Chicago Cubs,2,7,PNC Park,Clear,73,Final
2026-05-29,09:05,Texas Rangers,Houston Astros,1,5,Globe Life Field,Roof Closed,74,Final
2026-05-30,07:40,Cincinnati Reds,Atlanta Braves,3,8,Great American Ball Park,Partly Cloudy,79,Final
2026-05-30,07:45,Washington Nationals,San Diego Padres,5,7,Nationals Park,Clear,78,Final
2026-05-30,07:45,Pittsburgh Pirates,Minnesota Twins,6,5,PNC Park,Clear,79,Final
2026-05-30,08:05,Baltimore Orioles,Toronto Blue Jays,5,6,Oriole Park at Camden Yards,Clear,80,Final
2026-05-30,08:10,Cleveland Guardians,Boston Red Sox,4,3,Progressive Field,Clear,70,Final
2026-05-30,08:10,Tampa Bay Rays,Los Angeles Angels,8,5,Tropicana Field,Dome,72,Final
2026-05-30,08:10,New York Mets,Miami Marlins,9,7,Citi Field,Partly Cloudy,74,Final
2026-05-30,08:15,St. Louis Cardinals,Chicago Cubs,6,5,Busch Stadium,Cloudy,79,Final
2026-05-30,08:40,Chicago White Sox,Detroit Tigers,4,3,Rate Field,Partly Cloudy,75,Final
2026-05-30,09:05,Texas Rangers,Kansas City Royals,9,1,Globe Life Field,Roof Closed,74,Final
2026-05-30,09:10,Houston Astros,Milwaukee Brewers,4,5,Daikin Park,Roof Closed,73,Final
2026-05-30,09:40,Colorado Rockies,San Francisco Giants,8,6,Coors Field,Partly Cloudy,72,Final
2026-05-30,10:40,Athletics,New York Yankees,2,8,Sutter Health Park,Partly Cloudy,72,Final
2026-05-30,11:10,Seattle Mariners,Arizona Diamondbacks,7,6,T-Mobile Park,Roof Closed,58,Final
2026-05-30,11:15,Los Angeles Dodgers,Philadelphia Phillies,4,2,UNIQLO Field at Dodger Stadium,Clear,66,Final
2026-05-31,03:10,Chicago White Sox,Detroit Tigers,7,1,Rate Field,Partly Cloudy,68,Final
2026-05-31,05:05,Washington Nationals,San Diego Padres,9,4,Nationals Park,Sunny,71,Final
2026-05-31,05:05,Texas Rangers,Kansas City Royals,7,6,Globe Life Field,Roof Closed,74,Final
2026-05-31,05:05,Baltimore Orioles,Toronto Blue Jays,6,5,Oriole Park at Camden Yards,Sunny,67,Final
2026-05-31,05:05,Pittsburgh Pirates,Minnesota Twins,10,9,PNC Park,Sunny,72,Final
2026-05-31,05:10,Cleveland Guardians,Boston Red Sox,1,9,Progressive Field,Sunny,61,Final
2026-05-31,05:10,Tampa Bay Rays,Los Angeles Angels,3,14,Tropicana Field,Dome,72,Final
2026-05-31,05:10,New York Mets,Miami Marlins,6,1,Citi Field,Cloudy,57,Final
